"EmpNumber","Age","Gender","EducationBackground","MaritalStatus","EmpDepartment","EmpJobRole","BusinessTravelFrequency","DistanceFromHome","EmpEducationLevel","EmpEnvironmentSatisfaction","EmpHourlyRate","EmpJobInvolvement","EmpJobLevel","EmpJobSatisfaction","NumCompaniesWorked","OverTime","EmpLastSalaryHikePercent","EmpRelationshipSatisfaction","TotalWorkExperienceInYears","TrainingTimesLastYear","EmpWorkLifeBalance","ExperienceYearsAtThisCompany","ExperienceYearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition","PerformanceRating"
"E1001823","33","Male","Life Sciences","Single","Research & Development","Manufacturing Director","Travel_Rarely","25","3","4","44","2","2","2","1","No","13","4","5","2","3","5","3","0","2","No","3"
"E1001824","45","Male","Technical Degree","Married","Research & Development","Research Scientist","Travel_Rarely","28","3","4","97","3","1","4","4","No","20","4","8","3","3","5","4","0","3","No","4"
"E1001825","42","Male","Life Sciences","Married","Research & Development","Healthcare Representative","Travel_Frequently","2","3","4","40","3","3","4","2","Yes","14","3","24","3","1","20","8","13","9","No","3"
"E1001826","40","Male","Medical","Married","Sales","Sales Executive","Travel_Rarely","9","2","1","47","3","2","1","0","No","12","4","9","5","4","8","4","7","1","No","2"
"E1001827","33","Male","Life Sciences","Married","Research & Development","Laboratory Technician","Travel_Rarely","28","4","2","79","3","2","3","1","Yes","12","2","15","3","3","15","14","5","7","No","2"
"E1001828","40","Male","Medical","Single","Human Resources","Manager","Travel_Rarely","6","2","3","38","3","4","4","1","Yes","21","4","21","2","3","21","7","7","7","No","4"
"E1001829","24","Male","Technical Degree","Divorced","Research & Development","Laboratory Technician","Travel_Rarely","21","2","3","57","2","1","1","0","No","14","2","2","3","3","1","1","0","0","No","3"
"E1001830","40","Male","Life Sciences","Divorced","Research & Development","Manager R&D","Non-Travel","8","2","4","72","3","2","4","3","Yes","18","3","8","2","3","2","2","2","2","No","3"
"E1001831","45","Male","Technical Degree","Divorced","Research & Development","Healthcare Representative","Travel_Rarely","1","4","1","66","3","3","2","1","No","12","1","10","4","3","10","8","7","7","No","2"
"E1001832","35","Female","Life Sciences","Married","Sales","Sales Representative","Travel_Rarely","28","4","2","98","2","1","3","0","No","23","1","6","5","3","5","3","4","2","No","2"
"E1001834","36","Male","Life Sciences","Single","Sales","Sales Representative","Travel_Rarely","2","4","3","70","3","1","4","3","Yes","21","4","7","3","2","3","2","1","2","No","4"
"E1001835","48","Female","Life Sciences","Divorced","Sales","Sales Executive","Travel_Rarely","16","4","3","96","3","2","3","8","No","14","3","18","2","3","8","7","7","7","No","3"
"E1001838","33","Male","Life Sciences","Married","Sales","Sales Executive","Travel_Rarely","8","4","1","46","3","2","1","2","No","13","4","8","6","1","2","2","2","2","No","2"
"E1001840","30","Male","Life Sciences","Married","Sales","Sales Executive","Travel_Rarely","1","3","2","64","2","2","1","1","No","11","4","10","4","3","10","8","6","7","Yes","2"
"E1001841","38","Male","Human Resources","Married","Human Resources","Human Resources","Travel_Frequently","10","4","3","71","3","2","3","3","No","11","3","10","2","3","6","3","1","2","No","3"
"E1001846","30","Male","Technical Degree","Married","Sales","Sales Executive","Travel_Rarely","29","4","3","33","3","3","2","3","No","12","2","9","3","3","4","2","1","3","No","3"
"E1001847","35","Female","Life Sciences","Divorced","Research & Development","Laboratory Technician","Travel_Rarely","2","3","1","69","3","1","1","1","Yes","12","4","1","2","3","1","0","0","0","Yes","3"
"E1001850","53","Female","Technical Degree","Married","Research & Development","Manufacturing Director","Travel_Rarely","2","5","3","78","2","3","4","0","No","16","2","34","4","3","33","7","1","9","Yes","3"
"E1001851","38","Male","Medical","Married","Research & Development","Manufacturing Director","Travel_Rarely","2","3","3","81","3","2","2","4","No","11","1","7","2","3","5","2","1","4","Yes","3"
"E1001854","48","Female","Other","Married","Research & Development","Manager R&D","Travel_Rarely","15","4","3","65","3","1","1","8","No","12","4","10","3","2","8","2","7","6","No","3"
"E1001855","34","Male","Medical","Single","Research & Development","Research Scientist","Travel_Rarely","7","4","1","35","3","1","4","1","No","13","3","1","4","1","1","0","0","0","No","3"
"E1001856","55","Male","Marketing","Married","Sales","Manager","Travel_Rarely","26","5","3","60","2","5","4","1","No","21","3","36","3","3","36","6","2","13","No","4"
"E1001858","34","Male","Life Sciences","Married","Research & Development","Manager R&D","Travel_Rarely","1","4","2","45","3","2","4","9","No","17","2","9","3","2","2","2","2","1","No","2"
"E1001860","38","Male","Life Sciences","Married","Sales","Sales Executive","Travel_Rarely","14","3","3","80","3","2","2","0","No","11","4","10","3","3","9","8","7","7","No","3"
"E1001863","36","Female","Life Sciences","Single","Sales","Sales Executive","Travel_Rarely","1","4","2","73","3","2","3","6","No","13","1","15","5","3","1","0","0","0","No","3"
"E1001864","29","Male","Medical","Single","Research & Development","Manager R&D","Travel_Rarely","3","1","2","87","3","1","1","1","Yes","18","4","10","3","3","10","9","1","5","No","2"
"E1001865","35","Female","Medical","Single","Research & Development","Healthcare Representative","Travel_Rarely","10","4","1","51","3","2","3","3","Yes","16","3","10","4","3","5","2","0","4","No","3"
"E1001866","39","Male","Medical","Married","Sales","Sales Executive","Travel_Rarely","6","3","4","38","4","3","3","2","No","11","1","11","3","3","7","6","7","6","No","3"
"E1001868","29","Male","Life Sciences","Divorced","Finance","Finance Manager","Travel_Frequently","2","1","1","87","3","2","4","1","No","19","4","6","0","4","6","4","1","3","No","2"
"E1001869","50","Male","Marketing","Married","Sales","Manager","Travel_Rarely","9","3","3","59","3","5","3","4","Yes","16","3","27","2","3","1","0","0","0","No","3"
"E1001870","23","Male","Technical Degree","Married","Finance","Finance Manager","Travel_Rarely","10","3","4","45","4","1","3","2","No","16","4","4","2","3","2","2","2","2","No","3"
"E1001874","35","Male","Life Sciences","Married","Finance","Finance Manager","Travel_Rarely","28","3","2","46","4","2","3","1","No","17","4","10","3","2","10","9","6","8","No","2"
"E1001875","34","Male","Technical Degree","Married","Finance","Finance Manager","Travel_Frequently","10","4","4","92","2","2","3","1","No","14","2","8","3","2","8","2","7","7","No","3"
"E1001877","43","Male","Technical Degree","Divorced","Finance","Finance Manager","Travel_Rarely","27","3","4","87","4","1","2","5","No","12","3","8","0","3","6","4","0","2","No","3"
"E1001882","28","Male","Medical","Married","Finance","Finance Manager","Travel_Rarely","24","3","3","51","3","1","2","1","Yes","17","3","1","3","3","1","1","0","0","Yes","3"
"E1001883","22","Female","Other","Married","Finance","Finance Manager","Non-Travel","26","2","2","85","2","1","3","1","Yes","14","2","4","2","2","4","2","1","3","No","2"
"E1001884","50","Male","Medical","Married","Finance","Finance Manager","Travel_Frequently","20","5","2","41","3","4","3","2","Yes","15","3","32","3","3","30","8","12","13","No","2"
"E1001885","32","Female","Other","Married","Finance","Finance Manager","Travel_Rarely","5","4","2","35","4","1","4","3","No","17","4","6","3","3","3","2","0","2","No","3"
"E1001886","44","Female","Medical","Divorced","Finance","Finance Manager","Travel_Rarely","7","3","2","31","3","5","4","0","Yes","14","4","23","4","2","22","7","1","10","No","2"
"E1001887","30","Male","Medical","Married","Finance","Finance Manager","Travel_Rarely","7","3","2","48","2","1","2","1","No","12","2","6","3","2","6","4","1","1","No","2"
"E1001889","45","Female","Medical","Single","Finance","Finance Manager","Travel_Rarely","5","5","3","50","1","2","1","1","Yes","14","1","10","3","3","10","7","1","4","No","3"
"E1001890","45","Male","Marketing","Married","Sales","Sales Executive","Non-Travel","26","3","1","52","2","2","1","1","No","15","1","10","2","3","10","7","4","5","No","2"
"E1001891","31","Male","Other","Single","Sales","Sales Executive","Travel_Frequently","2","4","4","54","3","2","1","7","No","13","4","10","3","3","5","2","0","3","No","3"
"E1001892","36","Female","Life Sciences","Married","Finance","Finance Manager","Travel_Rarely","12","4","3","76","3","2","3","9","Yes","12","2","7","2","3","3","2","1","1","No","3"
"E1001893","34","Male","Life Sciences","Divorced","Finance","Finance Manager","Travel_Frequently","10","4","3","42","4","2","4","1","No","13","1","9","3","3","9","7","7","2","No","3"
"E1001895","49","Female","Life Sciences","Married","Finance","Finance Manager","Travel_Rarely","25","4","3","84","3","1","1","1","No","14","4","10","3","2","9","6","1","4","No","3"
"E1001897","27","Male","Other","Divorced","Finance","Finance Manager","Travel_Rarely","19","3","4","67","2","1","1","1","No","11","1","7","3","3","7","7","0","7","No","3"
"E1001899","35","Male","Life Sciences","Married","Finance","Finance Manager","Travel_Rarely","18","5","2","48","4","2","1","1","No","11","4","16","2","3","16","15","1","10","No","2"
"E1001900","28","Female","Medical","Divorced","Finance","Finance Manager","Travel_Rarely","27","3","2","39","1","2","1","0","No","21","2","6","5","2","5","3","0","0","No","3"
"E1001901","21","Male","Medical","Single","Finance","Finance Manager","Travel_Rarely","5","1","3","97","3","1","4","1","No","18","3","3","2","3","2","2","2","2","No","3"
"E1001902","18","Female","Medical","Single","Sales","Sales Representative","Travel_Frequently","3","2","2","70","3","1","4","1","Yes","12","3","0","2","4","0","0","0","0","Yes","3"
"E1001903","47","Female","Life Sciences","Married","Human Resources","Manager","Travel_Rarely","26","4","4","98","3","5","3","3","No","11","3","27","2","3","5","2","1","0","No","3"
"E1001905","39","Male","Medical","Divorced","Finance","Finance Manager","Travel_Rarely","3","2","3","76","2","2","3","0","No","15","4","11","3","3","10","8","0","7","No","3"
"E1001908","35","Female","Life Sciences","Married","Finance","Finance Manager","Non-Travel","8","4","3","52","3","2","3","1","No","12","4","15","5","3","14","11","2","9","No","3"
"E1001909","37","Male","Life Sciences","Married","Finance","Finance Manager","Travel_Rarely","19","3","3","85","3","2","3","3","No","17","1","9","2","2","4","3","0","2","No","3"
"E1001911","39","Female","Medical","Single","Finance","Finance Manager","Travel_Frequently","4","3","1","81","3","2","3","0","No","13","4","10","2","1","9","2","3","8","No","2"
"E1001916","38","Female","Medical","Married","Finance","Finance Manager","Travel_Rarely","2","2","4","54","2","3","3","3","Yes","19","4","10","6","4","5","4","0","2","No","3"
"E1001918","37","Female","Medical","Married","Finance","Finance Manager","Travel_Rarely","10","3","2","71","3","1","2","1","No","11","1","8","2","1","8","4","7","7","No","2"
"E1001919","40","Female","Life Sciences","Single","Finance","Finance Manager","Travel_Rarely","16","3","3","84","3","3","4","6","Yes","15","4","18","2","2","4","2","3","3","No","3"
"E1001920","44","Male","Human Resources","Married","Human Resources","Human Resources","Travel_Frequently","1","5","1","37","3","2","4","4","Yes","11","3","14","3","3","10","7","0","2","No","3"
"E1001923","35","Male","Medical","Divorced","Sales","Sales Executive","Travel_Rarely","15","2","1","59","1","2","4","6","Yes","14","4","7","2","2","2","2","2","2","Yes","2"
"E1001924","24","Female","Technical Degree","Single","Finance","Finance Manager","Travel_Frequently","2","1","1","32","3","1","4","1","Yes","13","3","6","2","3","6","3","1","3","No","2"
"E1001925","27","Female","Medical","Married","Finance","Finance Manager","Travel_Rarely","8","3","2","86","4","1","3","7","No","17","1","5","0","3","3","2","0","2","No","3"
"E1001926","27","Male","Medical","Single","Finance","Finance Manager","Travel_Frequently","2","3","4","87","3","1","4","2","No","13","3","6","0","2","4","2","1","2","No","3"
"E1001931","25","Male","Life Sciences","Divorced","Finance","Finance Manager","Travel_Frequently","2","1","4","77","4","2","3","1","No","17","3","7","6","3","7","7","0","7","No","3"
"E1001932","39","Male","Medical","Married","Finance","Finance Manager","Travel_Rarely","12","3","4","66","3","2","2","4","No","21","3","7","3","3","5","4","1","0","No","4"
"E1001933","49","Female","Other","Married","Finance","Finance Manager","Travel_Rarely","22","4","1","72","3","4","2","3","No","16","2","27","2","3","4","2","1","2","No","2"
"E1001934","50","Female","Life Sciences","Divorced","Finance","Finance Manager","Travel_Rarely","17","5","4","50","2","3","1","5","No","15","3","19","3","3","14","11","1","11","No","3"
"E1001935","20","Female","Medical","Single","Sales","Sales Representative","Travel_Rarely","2","3","3","31","3","1","3","1","No","19","1","2","3","3","2","2","2","2","No","3"
"E1001936","34","Female","Life Sciences","Divorced","Finance","Finance Manager","Travel_Rarely","3","3","4","66","3","2","2","1","No","12","3","11","2","3","11","8","7","9","No","3"
"E1001937","36","Male","Life Sciences","Single","Finance","Finance Manager","Travel_Rarely","7","3","1","77","3","1","2","2","No","11","3","15","4","3","4","3","1","3","No","2"
"E1001939","49","Female","Life Sciences","Married","Finance","Finance Manager","Travel_Rarely","6","1","3","41","2","4","3","2","Yes","19","2","30","3","3","15","11","2","12","No","3"
"E1001940","36","Female","Medical","Married","Finance","Finance Manager","Non-Travel","1","4","4","33","2","2","3","0","No","15","3","4","6","3","3","2","1","2","No","3"
"E1001942","36","Male","Life Sciences","Divorced","Finance","Finance Manager","Travel_Rarely","3","2","4","79","4","2","1","6","No","20","1","13","3","3","5","4","0","4","No","4"
"E1001943","54","Female","Medical","Married","Finance","Finance Manager","Travel_Rarely","22","5","2","91","3","4","3","3","No","25","3","36","6","3","10","8","4","7","No","2"
"E1001944","43","Male","Life Sciences","Married","Finance","Finance Manager","Travel_Rarely","15","2","3","65","2","4","3","1","No","24","1","14","3","3","14","10","6","11","No","4"
"E1001945","35","Male","Other","Single","Sales","Sales Executive","Travel_Frequently","12","4","4","36","3","2","4","3","Yes","24","1","13","2","4","11","9","6","7","Yes","4"
"E1001947","29","Male","Medical","Divorced","Sales","Sales Executive","Travel_Rarely","5","3","1","43","2","2","2","1","Yes","13","2","10","3","2","10","0","0","9","No","3"
